".","nnGroupCat","Compound","GroupCat","AtomicMassofX","AtomicMassofXprime","AtomicMassofB","AtomicMassofBprime","AtomicMassofA","AtomicMassofAprime","ARENofX","ARENofXprime","ARENofB","ARENofBprime","ARENofA","ARENofAprime","r_XIIofA","r_XIIofAprime","r_VIofBprime","r_VIofB","rofX","rofXprime","CrystalRadiusofA","CrystalRadiusofAprime","CrystalRadiusofBprime","CrystalRadiusofX","CrystalRadiusofXprime","CrystalRadiusofB","IonicRadiiofX","IonicRadiiofXprime","IonicRadiiofB","IonicRadiiofBprime","IonicRadiiofA","IonicRadiiofAprime","IonizationPotentialofX","IonizationPotentialofXprime","IonizationPotentialofB","IonizationPotentialofBprime","IonizationPotentialofA","IonizationPotentialofAprime","PaulingENofX","PaulingENofXprime","PaulingENofB","PaulingENofBprime","PaulingENofA","PaulingENofAprime","ZungerRadiiofX","ZungerRadiiofXprime","ZungerRadiiofB","ZungerRadiiofBprime","ZungerRadiiofA","ZungerRadiiofAprime","BoilingPtofA","BoilingPtofAprime","BoilingPtofB","BoilingPtofX","BoilingPtofXprime","BoilingPtofBprime","CoefficientofLinearThermalExpansionatSpecofA","CoefficientofLinearThermalExpansionatSpecofAprime","CoefficientofLinearThermalExpansionatSpecofB","CoefficientofLinearThermalExpansionatSpecofBprime","DensityatSpecofA","DensityatSpecofAprime","DensityatSpecofB","DensityatSpecofBprime","EnthalpyofFusionofA","EnthalpyofFusionofAprime","EnthalpyofFusionofB","EnthalpyofFusionofBprime","MeltingPtofA","MeltingPtofAprime","MeltingPtofB","MeltingPtofBprime","SpecificHeatCapacityofA","SpecificHeatCapacityofAprime","SpecificHeatCapacityofB","SpecificHeatCapacityofBprime","ThermalHeatConductivityofA","ThermalHeatConductivityofAprime","ThermalHeatConductivityofB","ThermalHeatConductivityofBprime","rA","rB","rX","ToleranceBVP"
1,"5","AgNbO3",5,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,1.29,1.29,0.78,1.26,1.26,0.78,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,3.44,3.44,1.6,1.6,1.93,1.93,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111
1,"5","Ba2BiIrO6",5,15.9994,15.9994,208.98038,192.217,137.327,137.327,3.5,3.5,1.67,1.55,0.97,0.97,1.738,1.738,0.773,1.14,1.21,1.21,1.49,1.49,0.71,1.26,1.26,1.17,1.4,1.4,1.03,0.57,1.35,1.35,13.61806,13.61806,7.2856,8.967,5.2117,5.2117,3.44,3.44,1.9,2.2,0.89,0.89,0.285,0.285,0.92,1.16,1.515,1.515,1897,1897,1564,-182.962,-182.962,4428,20.6,20.6,13.4,6.4,3.62,3.62,9.79,22.5,51.8,51.8,53.3,213.9,727,727,271.4,2446,0.205,0.205,0.122,0.131,0.184,0.184,0.0787,1.47,1.738,0.9565,1.21,0.962174378
2,"3","Ba2InTaO6",3,15.9994,15.9994,114.818,180.9479,137.327,137.327,3.5,3.5,1.49,1.33,0.97,0.97,1.738,1.738,0.777,0.948,1.21,1.21,1.49,1.49,0.78,1.26,1.26,0.94,1.4,1.4,0.8,0.64,1.35,1.35,13.61806,13.61806,5.78636,7.5496,5.2117,5.2117,3.44,3.44,1.78,1.5,0.89,0.89,0.285,0.285,0.94,1.28,1.515,1.515,1897,1897,2072,-182.962,-182.962,5458,20.6,20.6,32.1,6.3,3.62,3.62,7.31,16.4,51.8,51.8,28.6,202.1,727,727,156.6,3007,0.205,0.205,0.233,0.14,0.184,0.184,0.816,0.575,1.738,0.8625,1.21,1.005814616
2,"3","Ba2YTaO6",3,15.9994,15.9994,88.90585,180.9479,137.327,137.327,3.5,3.5,1.11,1.33,0.97,0.97,1.738,1.738,0.777,1.065,1.21,1.21,1.49,1.49,0.78,1.26,1.26,1.04,1.4,1.4,0.9,0.64,1.35,1.35,13.61806,13.61806,6.2171,7.5496,5.2117,5.2117,3.44,3.44,1.22,1.5,0.89,0.89,0.285,0.285,1.32,1.28,1.515,1.515,1897,1897,3345,-182.962,-182.962,5458,20.6,20.6,10.6,6.3,3.62,3.62,4.47,16.4,51.8,51.8,128,202.1,727,727,1522,3007,0.205,0.205,0.298,0.14,0.184,0.184,0.172,0.575,1.738,0.921,1.21,0.978203093
4,"6","BaCrO3",6,15.9994,15.9994,51.9961,51.9961,137.327,137.327,3.5,3.5,1.56,1.56,0.97,0.97,1.738,1.738,0.75,0.75,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.69,1.4,1.4,0.55,0.55,1.35,1.35,13.61806,13.61806,6.7665,6.7665,5.2117,5.2117,3.44,3.44,1.66,1.66,0.89,0.89,0.285,0.285,1.07,1.07,1.515,1.515,1897,1897,2671,-182.962,-182.962,2671,20.6,20.6,4.9,4.9,3.62,3.62,7.15,7.15,51.8,51.8,404,404,727,727,1907,1907,0.205,0.205,0.45,0.45,0.184,0.184,0.937,0.937,1.738,0.75,1.21,1.063546322
1,"5","BaPbO3",5,15.9994,15.9994,207.2,207.2,137.327,137.327,3.5,3.5,1.55,1.55,0.97,0.97,1.738,1.738,0.982,0.982,1.21,1.21,1.49,1.49,0.915,1.26,1.26,0.915,1.4,1.4,0.78,0.78,1.35,1.35,13.61806,13.61806,7.41666,7.41666,5.2117,5.2117,3.44,3.44,1.8,1.8,0.89,0.89,0.285,0.285,0.96,0.96,1.515,1.515,1897,1897,1749,-182.962,-182.962,1749,20.6,20.6,28.9,28.9,3.62,3.62,11.3,11.3,51.8,51.8,23.1,23.1,727,727,327.46,327.46,0.205,0.205,0.127,0.127,0.184,0.184,0.353,0.353,1.738,0.982,1.21,0.9509812
3,"16","Bi2NiMnO6",16,15.9994,15.9994,58.6934,54.938049,208.98038,208.98038,3.5,3.5,1.75,1.6,1.67,1.67,1.397,1.397,0.693,0.85,1.21,1.21,1.17,1.17,0.67,1.26,1.26,0.83,1.4,1.4,0.69,0.53,1.03,1.03,13.61806,13.61806,7.6398,7.43402,7.2856,7.2856,3.44,3.44,1.91,1.55,1.9,1.9,0.285,0.285,0.96,0.99,0.92,0.92,1564,1564,2913,-182.962,-182.962,2061,13.4,13.4,13.4,21.7,9.79,9.79,8.9,7.3,53.3,53.3,290.3,235,271.4,271.4,1455,1246,0.122,0.122,0.445,0.479,0.0787,0.0787,0.907,0.0782,1.397,0.7715,1.21,0.930319141
1,"5","BiMnO3",5,15.9994,15.9994,54.938049,54.938049,208.98038,208.98038,3.5,3.5,1.6,1.6,1.67,1.67,1.397,1.397,0.806,0.806,1.21,1.21,1.17,1.17,0.72,1.26,1.26,0.72,1.4,1.4,0.58,0.58,1.03,1.03,13.61806,13.61806,7.43402,7.43402,7.2856,7.2856,3.44,3.44,1.55,1.55,1.9,1.9,0.285,0.285,0.99,0.99,0.92,0.92,1564,1564,2061,-182.962,-182.962,2061,13.4,13.4,21.7,21.7,9.79,9.79,7.3,7.3,53.3,53.3,235,235,271.4,271.4,1246,1246,0.122,0.122,0.479,0.479,0.0787,0.0787,0.0782,0.0782,1.397,0.806,1.21,0.914398501
1,"5","Ca2NiOsO6",5,15.9994,15.9994,58.6934,190.23,40.078,40.078,3.5,3.5,1.75,1.52,1.04,1.04,1.42,1.42,0.82,0.85,1.21,1.21,1.14,1.14,0.685,1.26,1.26,0.83,1.4,1.4,0.69,0.55,1,1,13.61806,13.61806,7.6398,8.4382,6.11316,6.11316,3.44,3.44,1.91,2.2,1,1,0.285,0.285,0.96,1.17,1.32,1.32,1484,1484,2913,-182.962,-182.962,5012,22.3,22.3,13.4,5.1,1.54,1.54,8.9,22.59,213.1,213.1,290.3,304.1,842,842,1455,3033,0.646,0.646,0.445,0.13,2,2,0.907,0.876,1.42,0.835,1.21,0.909384271
1,"5","CaCrO3",5,15.9994,15.9994,51.9961,51.9961,40.078,40.078,3.5,3.5,1.56,1.56,1.04,1.04,1.42,1.42,0.75,0.75,1.21,1.21,1.14,1.14,0.69,1.26,1.26,0.69,1.4,1.4,0.55,0.55,1,1,13.61806,13.61806,6.7665,6.7665,6.11316,6.11316,3.44,3.44,1.66,1.66,1,1,0.285,0.285,1.07,1.07,1.32,1.32,1484,1484,2671,-182.962,-182.962,2671,22.3,22.3,4.9,4.9,1.54,1.54,7.15,7.15,213.1,213.1,404,404,842,842,1907,1907,0.646,0.646,0.45,0.45,2,2,0.937,0.937,1.42,0.75,1.21,0.948821854
1,"5","CaRuO3",5,15.9994,15.9994,101.07,101.07,40.078,40.078,3.5,3.5,1.42,1.42,1.04,1.04,1.42,1.42,0.774,0.774,1.21,1.21,1.14,1.14,0.76,1.26,1.26,0.76,1.4,1.4,0.62,0.62,1,1,13.61806,13.61806,7.3605,7.3605,6.11316,6.11316,3.44,3.44,2.2,2.2,1,1,0.285,0.285,1.145,1.145,1.32,1.32,1484,1484,4150,-182.962,-182.962,4150,22.3,22.3,6.4,6.4,1.54,1.54,12.1,12.1,213.1,213.1,381.8,381.8,842,842,2333,2333,0.646,0.646,0.238,0.238,2,2,1.17,1.17,1.42,0.774,1.21,0.937344171
2,"3","K3MoO3F3",4,15.9994,18.9984032,39.0983,95.94,39.0983,39.0983,3.5,4.1,0.91,1.3,0.91,0.91,1.841,1.841,0.7,1.585,1.21,1.145,1.52,1.52,0.73,1.26,1.19,1.52,1.4,1.33,1.38,0.59,1.38,1.38,13.61806,17.42282,4.34066,7.09243,4.34066,4.34066,3.44,3.98,0.82,2.16,0.82,0.82,0.285,0.25,1.54,1.22,1.54,1.54,759,759,759,-182.962,-188.11,4639,83.3,83.3,83.3,4.8,0.89,0.89,0.89,10.2,59.6,59.6,59.6,390.7,63.38,63.38,63.38,2622,0.757,0.757,0.757,0.251,1.024,1.024,1.024,1.38,1.841,1.1425,1.1775,0.920000784
1,"5","KCaF3",5,18.9984032,18.9984032,40.078,40.078,39.0983,39.0983,4.1,4.1,1.04,1.04,0.91,0.91,1.841,1.841,1.163,1.163,1.145,1.145,1.52,1.52,1.14,1.19,1.19,1.14,1.33,1.33,1,1,1.38,1.38,17.42282,17.42282,6.11316,6.11316,4.34066,4.34066,3.98,3.98,1,1,0.82,0.82,0.25,0.25,1.32,1.32,1.54,1.54,759,759,1484,-188.11,-188.11,1484,83.3,83.3,22.3,22.3,0.89,0.89,1.54,1.54,59.6,59.6,213.1,213.1,63.38,63.38,842,842,0.757,0.757,0.646,0.646,1.024,1.024,2,2,1.841,1.163,1.145,0.914827057
1,"5","KCrF3",5,18.9984032,18.9984032,51.9961,51.9961,39.0983,39.0983,4.1,4.1,1.56,1.56,0.91,0.91,1.841,1.841,0.926,0.926,1.145,1.145,1.52,1.52,0.87,1.19,1.19,0.87,1.33,1.33,0.73,0.73,1.38,1.38,17.42282,17.42282,6.7665,6.7665,4.34066,4.34066,3.98,3.98,1.66,1.66,0.82,0.82,0.25,0.25,1.07,1.07,1.54,1.54,759,759,2671,-188.11,-188.11,2671,83.3,83.3,4.9,4.9,0.89,0.89,7.15,7.15,59.6,59.6,404,404,63.38,63.38,1907,1907,0.757,0.757,0.45,0.45,1.024,1.024,0.937,0.937,1.841,0.926,1.145,1.019517551
1,"5","La2CoTiO6",5,15.9994,15.9994,58.9332,47.867,138.9055,138.9055,3.5,3.5,1.7,1.32,1.08,1.08,1.475,1.475,0.755,0.888,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.79,1.4,1.4,0.65,0.61,1.03,1.03,13.61806,13.61806,7.881,6.8281,5.5769,5.5769,3.44,3.44,1.88,1.54,1.1,1.1,0.285,0.285,0.92,1.15,1.375,1.375,3464,3464,2927,-182.962,-182.962,3287,12.1,12.1,13,8.6,6.15,6.15,8.86,4.51,44.6,44.6,272.5,295.6,918,918,1495,1670,0.195,0.195,0.421,0.522,0.134,0.134,1,0.219,1.475,0.8215,1.21,0.934571355
1,"5","La2FeMnO6",5,15.9994,15.9994,55.845,54.938049,138.9055,138.9055,3.5,3.5,1.64,1.6,1.08,1.08,1.475,1.475,0.806,0.805,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.69,1.4,1.4,0.55,0.58,1.03,1.03,13.61806,13.61806,7.9024,7.43402,5.5769,5.5769,3.44,3.44,1.83,1.55,1.1,1.1,0.285,0.285,0.95,0.99,1.375,1.375,3464,3464,2861,-182.962,-182.962,2061,12.1,12.1,11.8,21.7,6.15,6.15,7.87,7.3,44.6,44.6,247.3,235,918,918,1538,1246,0.195,0.195,0.449,0.479,0.134,0.134,0.802,0.0782,1.475,0.8055,1.21,0.941990428
1,"5","La2FeVO6",5,15.9994,15.9994,55.845,50.9415,138.9055,138.9055,3.5,3.5,1.64,1.45,1.08,1.08,1.475,1.475,0.724,0.93,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.75,1.4,1.4,0.61,0.58,1.03,1.03,13.61806,13.61806,7.9024,6.7462,5.5769,5.5769,3.44,3.44,1.83,1.63,1.1,1.1,0.285,0.285,0.95,1.09,1.375,1.375,3464,3464,2861,-182.962,-182.962,3407,12.1,12.1,11.8,8.4,6.15,6.15,7.87,6,44.6,44.6,247.3,422,918,918,1538,1910,0.195,0.195,0.449,0.489,0.134,0.134,0.802,0.307,1.475,0.827,1.21,0.932047966
1,"5","La2GaMnO6",5,15.9994,15.9994,69.723,54.938049,138.9055,138.9055,3.5,3.5,1.82,1.6,1.08,1.08,1.475,1.475,0.806,0.776,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.76,1.4,1.4,0.62,0.58,1.03,1.03,13.61806,13.61806,5.9993,7.43402,5.5769,5.5769,3.44,3.44,1.81,1.55,1.1,1.1,0.285,0.285,0.76,0.99,1.375,1.375,3464,3464,2204,-182.962,-182.962,2061,12.1,12.1,18,21.7,6.15,6.15,5.91,7.3,44.6,44.6,80,235,918,918,29.767,1246,0.195,0.195,0.374,0.479,0.134,0.134,0.406,0.0782,1.475,0.791,1.21,0.948816446
1,"5","La2LiRuO6",5,15.9994,15.9994,6.941,101.07,138.9055,138.9055,3.5,3.5,0.97,1.42,1.08,1.08,1.475,1.475,0.757,0.919,1.21,1.21,1.172,1.172,0.705,1.26,1.26,0.9,1.4,1.4,0.76,0.57,1.03,1.03,13.61806,13.61806,5.39172,7.3605,5.5769,5.5769,3.44,3.44,0.98,2.2,1.1,1.1,0.285,0.285,0.985,1.145,1.375,1.375,3464,3464,1342,-182.962,-182.962,4150,12.1,12.1,46,6.4,6.15,6.15,0.534,12.1,44.6,44.6,432,381.8,918,918,180.5,2333,0.195,0.195,3.57,0.238,0.134,0.134,0.847,1.17,1.475,0.838,1.21,0.927041849
1,"5","La2MgMnO6",5,15.9994,15.9994,24.305,54.938049,138.9055,138.9055,3.5,3.5,1.23,1.6,1.08,1.08,1.475,1.475,0.693,0.889,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.86,1.4,1.4,0.72,0.53,1.03,1.03,13.61806,13.61806,7.64624,7.43402,5.5769,5.5769,3.44,3.44,1.31,1.55,1.1,1.1,0.285,0.285,0.9,0.99,1.375,1.375,3464,3464,1090,-182.962,-182.962,2061,12.1,12.1,24.8,21.7,6.15,6.15,1.74,7.3,44.6,44.6,348.9,235,918,918,650,1246,0.195,0.195,1.024,0.479,0.134,0.134,1.56,0.0782,1.475,0.791,1.21,0.948816446
1,"5","Mn2FeReO6",5,15.9994,15.9994,55.845,186.207,54.938049,54.938049,3.5,3.5,1.64,1.46,1.6,1.6,1.243,1.243,0.717,0.805,1.21,1.21,0.81,0.81,0.72,1.26,1.26,0.69,1.4,1.4,0.55,0.58,0.83,0.83,13.61806,13.61806,7.9024,7.8335,7.43402,7.43402,3.44,3.44,1.83,1.9,1.55,1.55,0.285,0.285,0.95,1.19,0.99,0.99,2061,2061,2861,-182.962,-182.962,5596,21.7,21.7,11.8,6.2,7.3,7.3,7.87,20.8,235,235,247.3,324.5,1246,1246,1538,3186,0.479,0.479,0.449,0.137,0.0782,0.0782,0.802,0.479,1.243,0.761,1.21,0.880026857
1,"5","Mn2FeSbO6",5,15.9994,15.9994,55.845,121.76,54.938049,54.938049,3.5,3.5,1.64,1.82,1.6,1.6,1.243,1.243,0.799,0.805,1.21,1.21,0.81,0.81,0.74,1.26,1.26,0.69,1.4,1.4,0.55,0.6,0.83,0.83,13.61806,13.61806,7.9024,8.6084,7.43402,7.43402,3.44,3.44,1.83,2.05,1.55,1.55,0.285,0.285,0.95,0.83,0.99,0.99,2061,2061,2861,-182.962,-182.962,1587,21.7,21.7,11.8,11,7.3,7.3,7.87,6.68,235,235,247.3,162.5,1246,1246,1538,630.63,0.479,0.479,0.449,0.207,0.0782,0.0782,0.802,0.243,1.243,0.802,1.21,0.862093904
1,"5","MnVO3",5,15.9994,15.9994,50.9415,50.9415,54.938049,54.938049,3.5,3.5,1.45,1.45,1.6,1.6,1.243,1.243,0.724,0.724,1.21,1.21,0.81,0.81,0.72,1.26,1.26,0.72,1.4,1.4,0.58,0.58,0.83,0.83,13.61806,13.61806,6.7462,6.7462,7.43402,7.43402,3.44,3.44,1.63,1.63,1.55,1.55,0.285,0.285,1.09,1.09,0.99,0.99,2061,2061,3407,-182.962,-182.962,3407,21.7,21.7,8.4,8.4,7.3,7.3,6,6,235,235,422,422,1246,1246,1910,1910,0.479,0.479,0.489,0.489,0.0782,0.0782,0.307,0.307,1.243,0.724,1.21,0.896862944
1,"5","Pb2ScNbO6",5,15.9994,15.9994,44.95591,92.90638,207.2,207.2,3.5,3.5,1.2,1.23,1.55,1.55,1.565,1.565,0.768,0.895,1.21,1.21,1.33,1.33,0.78,1.26,1.26,0.885,1.4,1.4,0.75,0.64,1.19,1.19,13.61806,13.61806,6.5615,6.75885,7.41666,7.41666,3.44,3.44,1.36,1.6,1.8,1.8,0.285,0.285,1.22,1.23,0.96,0.96,1749,1749,2836,-182.962,-182.962,4744,28.9,28.9,10.2,7.3,11.3,11.3,2.99,8.57,23.1,23.1,314,323,327.46,327.46,1541,2477,0.127,0.127,0.567,0.265,0.353,0.353,0.158,0.537,1.565,0.8315,1.21,0.961166455
1,"5","Sr2CdWO6",5,15.9994,15.9994,112.411,183.84,87.62,87.62,3.5,3.5,1.46,1.4,0.99,0.99,1.571,1.571,0.71,1.1,1.21,1.21,1.32,1.32,0.74,1.26,1.26,1.09,1.4,1.4,0.95,0.6,1.18,1.18,13.61806,13.61806,8.9938,7.864,5.6949,5.6949,3.44,3.44,1.69,1.7,0.95,0.95,0.285,0.285,0.985,1.22,1.42,1.42,1382,1382,767,-182.962,-182.962,5555,22.5,22.5,30.8,4.5,2.64,2.64,8.69,19.3,84.8,84.8,55.2,284.5,777,777,321.07,3414,0.306,0.306,0.231,0.132,0.353,0.353,0.968,1.74,1.571,0.905,1.21,0.929770193
1,"5","Sr2CoIrO6",5,15.9994,15.9994,58.9332,192.217,87.62,87.62,3.5,3.5,1.7,1.55,0.99,0.99,1.571,1.571,0.773,0.683,1.21,1.21,1.32,1.32,0.71,1.26,1.26,0.75,1.4,1.4,0.55,0.57,1.18,1.18,13.61806,13.61806,7.881,8.967,5.6949,5.6949,3.44,3.44,1.88,2.2,0.95,0.95,0.285,0.285,0.92,1.16,1.42,1.42,1382,1382,2927,-182.962,-182.962,4428,22.5,22.5,13,6.4,2.64,2.64,8.86,22.5,84.8,84.8,272.5,213.9,777,777,1495,2446,0.306,0.306,0.421,0.131,0.353,0.353,1,1.47,1.571,0.728,1.21,1.014687285
2,"3","Sr2CrMoO6",3,15.9994,15.9994,51.9961,95.94,87.62,87.62,3.5,3.5,1.56,1.3,0.99,0.99,1.571,1.571,0.707,0.77,1.21,1.21,1.32,1.32,0.75,1.26,1.26,0.755,1.4,1.4,0.62,0.61,1.18,1.18,13.61806,13.61806,6.7665,7.09243,5.6949,5.6949,3.44,3.44,1.66,2.16,0.95,0.95,0.285,0.285,1.07,1.22,1.42,1.42,1382,1382,2671,-182.962,-182.962,4639,22.5,22.5,4.9,4.8,2.64,2.64,7.15,10.2,84.8,84.8,404,390.7,777,777,1907,2622,0.306,0.306,0.45,0.251,0.353,0.353,0.937,1.38,1.571,0.7385,1.21,1.009219378
1,"5","Sr2CuWO6",5,15.9994,15.9994,63.546,183.84,87.62,87.62,3.5,3.5,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.875,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.87,1.4,1.4,0.73,0.6,1.18,1.18,13.61806,13.61806,7.72638,7.864,5.6949,5.6949,3.44,3.44,1.9,1.7,0.95,0.95,0.285,0.285,0.88,1.22,1.42,1.42,1382,1382,2562,-182.962,-182.962,5555,22.5,22.5,16.5,4.5,2.64,2.64,8.96,19.3,84.8,84.8,203.5,284.5,777,777,1084.62,3414,0.306,0.306,0.384,0.132,0.353,0.353,4.01,1.74,1.571,0.7925,1.21,0.982004474
1,"5","Sr2FeMoO6",5,15.9994,15.9994,55.845,95.94,87.62,87.62,3.5,3.5,1.64,1.3,0.99,0.99,1.571,1.571,0.7,0.93,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.75,1.4,1.4,0.61,0.59,1.18,1.18,13.61806,13.61806,7.9024,7.09243,5.6949,5.6949,3.44,3.44,1.83,2.16,0.95,0.95,0.285,0.285,0.95,1.22,1.42,1.42,1382,1382,2861,-182.962,-182.962,4639,22.5,22.5,11.8,4.8,2.64,2.64,7.87,10.2,84.8,84.8,247.3,390.7,777,777,1538,2622,0.306,0.306,0.449,0.251,0.353,0.353,0.802,1.38,1.571,0.815,1.21,0.971093313
1,"5","Sr2FeSbO6",5,15.9994,15.9994,55.845,121.76,87.62,87.62,3.5,3.5,1.64,1.82,0.99,0.99,1.571,1.571,0.799,0.805,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.69,1.4,1.4,0.55,0.6,1.18,1.18,13.61806,13.61806,7.9024,8.6084,5.6949,5.6949,3.44,3.44,1.83,2.05,0.95,0.95,0.285,0.285,0.95,0.83,1.42,1.42,1382,1382,2861,-182.962,-182.962,1587,22.5,22.5,11.8,11,2.64,2.64,7.87,6.68,84.8,84.8,247.3,162.5,777,777,1538,630.63,0.306,0.306,0.449,0.207,0.353,0.353,0.802,0.243,1.571,0.802,1.21,0.977367773
1,"5","Sr2MgWO6",5,15.9994,15.9994,24.305,183.84,87.62,87.62,3.5,3.5,1.23,1.4,0.99,0.99,1.571,1.571,0.71,0.889,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.86,1.4,1.4,0.72,0.6,1.18,1.18,13.61806,13.61806,7.64624,7.864,5.6949,5.6949,3.44,3.44,1.31,1.7,0.95,0.95,0.285,0.285,0.9,1.22,1.42,1.42,1382,1382,1090,-182.962,-182.962,5555,22.5,22.5,24.8,4.5,2.64,2.64,1.74,19.3,84.8,84.8,348.9,284.5,777,777,650,3414,0.306,0.306,1.024,0.132,0.353,0.353,1.56,1.74,1.571,0.7995,1.21,0.978583707
2,"3","Sr2MnTiO6",3,15.9994,15.9994,54.938049,47.867,87.62,87.62,3.5,3.5,1.6,1.32,0.99,0.99,1.571,1.571,0.755,0.693,1.21,1.21,1.32,1.32,0.745,1.26,1.26,0.67,1.4,1.4,0.53,0.61,1.18,1.18,13.61806,13.61806,7.43402,6.8281,5.6949,5.6949,3.44,3.44,1.55,1.54,0.95,0.95,0.285,0.285,0.99,1.15,1.42,1.42,1382,1382,2061,-182.962,-182.962,3287,22.5,22.5,21.7,8.6,2.64,2.64,7.3,4.51,84.8,84.8,235,295.6,777,777,1246,1670,0.306,0.306,0.479,0.522,0.353,0.353,0.0782,0.219,1.571,0.724,1.21,1.016785914
1,"5","Sr2NiOsO6",5,15.9994,15.9994,58.6934,190.23,87.62,87.62,3.5,3.5,1.75,1.52,0.99,0.99,1.571,1.571,0.82,0.85,1.21,1.21,1.32,1.32,0.685,1.26,1.26,0.83,1.4,1.4,0.69,0.55,1.18,1.18,13.61806,13.61806,7.6398,8.4382,5.6949,5.6949,3.44,3.44,1.91,2.2,0.95,0.95,0.285,0.285,0.96,1.17,1.42,1.42,1382,1382,2913,-182.962,-182.962,5012,22.5,22.5,13.4,5.1,2.64,2.64,8.9,22.59,84.8,84.8,290.3,304.1,777,777,1455,3033,0.306,0.306,0.445,0.13,0.353,0.353,0.907,0.876,1.571,0.835,1.21,0.961596068
1,"5","Sr3WO6",4,15.9994,15.9994,87.62,183.84,87.62,87.62,3.5,3.5,0.99,1.4,0.99,0.99,1.571,1.571,0.71,1.314,1.21,1.21,1.32,1.32,0.74,1.26,1.26,1.32,1.4,1.4,1.18,0.6,1.18,1.18,13.61806,13.61806,5.6949,7.864,5.6949,5.6949,3.44,3.44,0.95,1.7,0.95,0.95,0.285,0.285,1.42,1.22,1.42,1.42,1382,1382,1382,-182.962,-182.962,5555,22.5,22.5,22.5,4.5,2.64,2.64,2.64,19.3,84.8,84.8,84.8,284.5,777,777,777,3414,0.306,0.306,0.306,0.132,0.353,0.353,0.353,1.74,1.571,1.012,1.21,0.884997281
1,"5","YCoO3",5,15.9994,15.9994,58.9332,58.9332,88.90585,88.90585,3.5,3.5,1.7,1.7,1.11,1.11,1.322,1.322,0.683,0.683,1.21,1.21,1.04,1.04,0.75,1.26,1.26,0.75,1.4,1.4,0.55,0.55,0.9,0.9,13.61806,13.61806,7.881,7.881,6.2171,6.2171,3.44,3.44,1.88,1.88,1.22,1.22,0.285,0.285,0.92,0.92,1.32,1.32,3345,3345,2927,-182.962,-182.962,2927,10.6,10.6,13,13,4.47,4.47,8.86,8.86,128,128,272.5,272.5,1522,1522,1495,1495,0.298,0.298,0.421,0.421,0.172,0.172,1,1,1.322,0.683,1.21,0.945797343
1,"5","YCrO3",5,15.9994,15.9994,51.9961,51.9961,88.90585,88.90585,3.5,3.5,1.56,1.56,1.11,1.11,1.322,1.322,0.77,0.77,1.21,1.21,1.04,1.04,0.755,1.26,1.26,0.755,1.4,1.4,0.62,0.62,0.9,0.9,13.61806,13.61806,6.7665,6.7665,6.2171,6.2171,3.44,3.44,1.66,1.66,1.22,1.22,0.285,0.285,1.07,1.07,1.32,1.32,3345,3345,2671,-182.962,-182.962,2671,10.6,10.6,4.9,4.9,4.47,4.47,7.15,7.15,128,128,404,404,1522,1522,1907,1907,0.298,0.298,0.45,0.45,0.172,0.172,0.937,0.937,1.322,0.77,1.21,0.904239581
2,"3","Ba2LiReO6",3,15.9994,15.9994,6.941,186.207,137.327,137.327,3.5,3.5,0.97,1.46,0.97,0.97,1.738,1.738,0.7,0.919,1.21,1.21,1.49,1.49,0.67,1.26,1.26,0.9,1.4,1.4,0.76,0.53,1.35,1.35,13.61806,13.61806,5.39172,7.8335,5.2117,5.2117,3.44,3.44,0.98,1.9,0.89,0.89,0.285,0.285,0.985,1.19,1.515,1.515,1897,1897,1342,-182.962,-182.962,5596,20.6,20.6,46,6.2,3.62,3.62,0.534,20.8,51.8,51.8,432,324.5,727,727,180.5,3186,0.205,0.205,3.57,0.137,0.184,0.184,0.847,0.479,1.738,0.8095,1.21,1.032211335
