Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
RbVBr3,Br,6,50.9415,50.9415,85.4678,85.4678,1.45,1.45,0.89,0.89,1.972,1.972,0.896,0.896,0.954,1.66,1.66,0.93,0.93,0.79,0.79,1.52,1.52,6.7462,6.7462,4.17713,4.17713,1.63,1.63,0.82,0.82,1.09,1.09,1.67,1.67,688,688,3407,3407,-300,-300,8.4,8.4,1.53,1.53,6,6,25.6,25.6,422,422,39.3,39.3,1910,1910,0.364,0.364,0.489,0.489,0.582,0.582,0.307,0.307,1.972,0.896,0.987241868,17.77843812
RbVBr3,Br,6,50.9415,50.9415,85.4678,85.4678,1.45,1.45,0.89,0.89,1.972,1.972,0.896,0.896,0.954,1.66,1.66,0.93,0.93,0.79,0.79,1.52,1.52,6.7462,6.7462,4.17713,4.17713,1.63,1.63,0.82,0.82,1.09,1.09,1.67,1.67,688,688,3407,3407,-300,-300,8.4,8.4,1.53,1.53,6,6,25.6,25.6,422,422,39.3,39.3,1910,1910,0.364,0.364,0.489,0.489,0.582,0.582,0.307,0.307,1.972,0.896,0.987241868,17.77843812
RbVCl3,l,6,50.9415,50.9415,85.4678,85.4678,1.45,1.45,0.89,0.89,1.972,1.972,0.896,0.896,0.954,1.66,1.66,0.93,0.93,0.79,0.79,1.52,1.52,6.7462,6.7462,4.17713,4.17713,1.63,1.63,0.82,0.82,1.09,1.09,1.67,1.67,688,688,3407,3407,-300,-300,8.4,8.4,1.53,1.53,6,6,25.6,25.6,422,422,39.3,39.3,1910,1910,0.364,0.364,0.489,0.489,0.582,0.582,0.307,0.307,1.972,0.896,0.704563028,17.77843812
RbVCl3,l,6,50.9415,50.9415,85.4678,85.4678,1.45,1.45,0.89,0.89,1.972,1.972,0.896,0.896,0.954,1.66,1.66,0.93,0.93,0.79,0.79,1.52,1.52,6.7462,6.7462,4.17713,4.17713,1.63,1.63,0.82,0.82,1.09,1.09,1.67,1.67,688,688,3407,3407,-300,-300,8.4,8.4,1.53,1.53,6,6,25.6,25.6,422,422,39.3,39.3,1910,1910,0.364,0.364,0.489,0.489,0.582,0.582,0.307,0.307,1.972,0.896,0.704563028,17.77843812
RbVF3,F,3,50.9415,50.9415,85.4678,85.4678,1.45,1.45,0.89,0.89,1.972,1.972,0.896,0.896,0.954,1.66,1.66,0.93,0.93,0.79,0.79,1.52,1.52,6.7462,6.7462,4.17713,4.17713,1.63,1.63,0.82,0.82,1.09,1.09,1.67,1.67,688,688,3407,3407,-300,-300,8.4,8.4,1.53,1.53,6,6,25.6,25.6,422,422,39.3,39.3,1910,1910,0.364,0.364,0.489,0.489,0.582,0.582,0.307,0.307,1.972,0.896,1.07988821,17.77843812
RbYbBr3,Br,NaN,173.04,173.04,85.4678,85.4678,-300,-300,0.89,0.89,1.972,1.972,-300,-300,0,1.66,1.66,1.16,1.16,1.02,1.02,1.52,1.52,6.25416,6.25416,4.17713,4.17713,-300,-300,0.82,0.82,-300,-300,1.67,1.67,688,688,1196,1196,-300,-300,26.3,26.3,1.53,1.53,6.9,6.9,25.6,25.6,44.3,44.3,39.3,39.3,819,819,0.364,0.364,0.154,0.154,0.582,0.582,0.385,0.385,1.972,-300,-300,-0.273897661
RbYbF3,F,3,173.04,173.04,85.4678,85.4678,-300,-300,0.89,0.89,1.972,1.972,-300,-300,0,1.66,1.66,1.16,1.16,1.02,1.02,1.52,1.52,6.25416,6.25416,4.17713,4.17713,-300,-300,0.82,0.82,-300,-300,1.67,1.67,688,688,1196,1196,-300,-300,26.3,26.3,1.53,1.53,6.9,6.9,25.6,25.6,44.3,44.3,39.3,39.3,819,819,0.364,0.364,0.154,0.154,0.582,0.582,0.385,0.385,1.972,-300,-300,-0.273897661
RbZnCl3,Cl,16,65.409,65.409,85.4678,85.4678,1.66,1.66,0.89,0.89,1.972,1.972,0.9,0.9,0.958,1.66,1.66,0.88,0.88,0.74,0.74,1.52,1.52,9.3942,9.3942,4.17713,4.17713,1.65,1.65,0.82,0.82,0.82,0.82,1.67,1.67,688,688,907,907,-300,-300,30.2,30.2,1.53,1.53,7.14,7.14,25.6,25.6,108.1,108.1,39.3,39.3,419.53,419.53,0.364,0.364,0.388,0.388,0.582,0.582,1.16,1.16,1.972,0.9,1.002055602,17.74522213
RbZnF3,F,6,65.409,65.409,85.4678,85.4678,1.66,1.66,0.89,0.89,1.972,1.972,0.9,0.9,0.958,1.66,1.66,0.88,0.88,0.74,0.74,1.52,1.52,9.3942,9.3942,4.17713,4.17713,1.65,1.65,0.82,0.82,0.82,0.82,1.67,1.67,688,688,907,907,-300,-300,30.2,30.2,1.53,1.53,7.14,7.14,25.6,25.6,108.1,108.1,39.3,39.3,419.53,419.53,0.364,0.364,0.388,0.388,0.582,0.582,1.16,1.16,1.972,0.9,1.077775959,17.74522213
Sc2NiMnO6,O,NaN,58.6934,54.938049,44.95591,44.95591,1.75,1.6,1.2,1.2,1.152,1.152,0.693,0.85,0.908,0.885,0.885,0.67,0.83,0.69,0.53,0.75,0.75,7.6398,7.43402,6.5615,6.5615,1.91,1.55,1.36,1.36,0.96,0.99,1.22,1.22,2836,2836,2913,2061,10.2,10.2,13.4,21.7,2.99,2.99,8.9,7.3,314,314,290.3,235,1541,1541,1455,1246,0.567,0.567,0.445,0.479,0.158,0.158,0.907,0.0782,1.152,0.7715,0.84288984,37.65786148
Sc2NiMnO6,O,NaN,58.6934,54.938049,44.95591,44.95591,1.75,1.6,1.2,1.2,1.152,1.152,0.693,0.85,0.908,0.885,0.885,0.67,0.83,0.69,0.53,0.75,0.75,7.6398,7.43402,6.5615,6.5615,1.91,1.55,1.36,1.36,0.96,0.99,1.22,1.22,2836,2836,2913,2061,10.2,10.2,13.4,21.7,2.99,2.99,8.9,7.3,314,314,290.3,235,1541,1541,1455,1246,0.567,0.567,0.445,0.479,0.158,0.158,0.907,0.0782,1.152,0.7715,0.84288984,37.65786148
ScAlO3,O,5,26.981538,26.981538,44.95591,44.95591,1.47,1.47,1.2,1.2,1.152,1.152,0.666,0.666,0.724,0.885,0.885,0.675,0.675,0.54,0.54,0.75,0.75,5.98577,5.98577,6.5615,6.5615,1.61,1.61,1.36,1.36,0.77,0.77,1.22,1.22,2836,2836,2519,2519,10.2,10.2,23.1,23.1,2.99,2.99,2.7,2.7,314,314,399.9,399.9,1541,1541,660.32,660.32,0.567,0.567,0.904,0.904,0.158,0.158,2.37,2.37,1.152,0.666,0.890291161,44.82612462
ScAlO3,O,NaN,26.981538,26.981538,44.95591,44.95591,1.47,1.47,1.2,1.2,1.152,1.152,0.666,0.666,0.724,0.885,0.885,0.675,0.675,0.54,0.54,0.75,0.75,5.98577,5.98577,6.5615,6.5615,1.61,1.61,1.36,1.36,0.77,0.77,1.22,1.22,2836,2836,2519,2519,10.2,10.2,23.1,23.1,2.99,2.99,2.7,2.7,314,314,399.9,399.9,1541,1541,660.32,660.32,0.567,0.567,0.904,0.904,0.158,0.158,2.37,2.37,1.152,0.666,0.890291161,44.82612462
ScAlO3,O,NaN,26.981538,26.981538,44.95591,44.95591,1.47,1.47,1.2,1.2,1.152,1.152,0.666,0.666,0.724,0.885,0.885,0.675,0.675,0.54,0.54,0.75,0.75,5.98577,5.98577,6.5615,6.5615,1.61,1.61,1.36,1.36,0.77,0.77,1.22,1.22,2836,2836,2519,2519,10.2,10.2,23.1,23.1,2.99,2.99,2.7,2.7,314,314,399.9,399.9,1541,1541,660.32,660.32,0.567,0.567,0.904,0.904,0.158,0.158,2.37,2.37,1.152,0.666,0.890291161,44.82612462
ScAlO3,O,NaN,26.981538,26.981538,44.95591,44.95591,1.47,1.47,1.2,1.2,1.152,1.152,0.666,0.666,0.724,0.885,0.885,0.675,0.675,0.54,0.54,0.75,0.75,5.98577,5.98577,6.5615,6.5615,1.61,1.61,1.36,1.36,0.77,0.77,1.22,1.22,2836,2836,2519,2519,10.2,10.2,23.1,23.1,2.99,2.99,2.7,2.7,314,314,399.9,399.9,1541,1541,660.32,660.32,0.567,0.567,0.904,0.904,0.158,0.158,2.37,2.37,1.152,0.666,0.890291161,44.82612462
ScBO3,O,13,10.811,10.811,44.95591,44.95591,2.01,2.01,1.2,1.2,1.152,1.152,0.417,0.417,0.475,0.885,0.885,0.41,0.41,-300,-300,0.75,0.75,8.29803,8.29803,6.5615,6.5615,2.04,2.04,1.36,1.36,0.48,0.48,1.22,1.22,2836,2836,-300,-300,10.2,10.2,-300,-300,2.99,2.99,-300,-300,314,314,-300,-300,1541,1541,-300,-300,0.567,0.567,-300,-300,0.158,0.158,-300,-300,1.152,0.417,1.026543465,51.55836001
ScCrO3,O,5,51.9961,51.9961,44.95591,44.95591,1.56,1.56,1.2,1.2,1.152,1.152,0.77,0.77,0.828,0.885,0.885,0.755,0.755,0.62,0.62,0.75,0.75,6.7665,6.7665,6.5615,6.5615,1.66,1.66,1.36,1.36,1.07,1.07,1.22,1.22,2836,2836,2671,2671,10.2,10.2,4.9,4.9,2.99,2.99,7.15,7.15,314,314,404,404,1541,1541,1907,1907,0.567,0.567,0.45,0.45,0.158,0.158,0.937,0.937,1.152,0.77,0.843528393,42.50785785
Sm2CoMnO6,O,NaN,58.9332,54.938049,150.36,150.36,1.7,1.6,-300,-300,1.391,1.391,0.693,0.888,0.946,1.098,1.098,0.67,0.79,0.65,0.53,0.96,0.96,7.881,7.43402,5.6436,5.6436,1.88,1.55,1.17,1.17,0.92,0.99,-300,-300,1794,1794,2927,2061,12.7,12.7,13,21.7,7.52,7.52,8.86,7.3,57.3,57.3,272.5,235,1074,1074,1495,1246,0.196,0.196,0.421,0.479,0.133,0.133,1,0.0782,1.391,0.7905,0.919362528,37.28318415
Sm2CoPtO6,O,NaN,58.9332,195.078,150.36,150.36,1.7,1.44,-300,-300,1.391,1.391,0.819,0.888,0.946,1.098,1.098,0.765,0.79,0.65,0.63,0.96,0.96,7.881,8.9587,5.6436,5.6436,1.88,2.2,1.17,1.17,0.92,1.24,-300,-300,1794,1794,2927,3825,12.7,12.7,13,8.8,7.52,7.52,8.86,21.5,57.3,57.3,272.5,113.6,1074,1074,1495,1768.2,0.196,0.196,0.421,0.133,0.133,0.133,1,0.716,1.391,0.8535,0.891293791,36.2382632
Sm2CoRuO6,O,NaN,58.9332,101.07,150.36,150.36,1.7,1.42,-300,-300,1.391,1.391,0.774,0.888,0.946,1.098,1.098,0.76,0.79,0.65,0.62,0.96,0.96,7.881,7.3605,5.6436,5.6436,1.88,2.2,1.17,1.17,0.92,1.145,-300,-300,1794,1794,2927,4150,12.7,12.7,13,6.4,7.52,7.52,8.86,12.1,57.3,57.3,272.5,381.8,1074,1074,1495,2333,0.196,0.196,0.421,0.238,0.133,0.133,1,1.17,1.391,0.831,0.901119421,36.60465754
Sm2CuMnO6,O,NaN,63.546,54.938049,150.36,150.36,1.75,1.6,-300,-300,1.391,1.391,0.693,0.875,0.933,1.098,1.098,0.67,0.87,0.73,0.53,0.96,0.96,7.72638,7.43402,5.6436,5.6436,1.9,1.55,1.17,1.17,0.88,0.99,-300,-300,1794,1794,2562,2061,12.7,12.7,16.5,21.7,7.52,7.52,8.96,7.3,57.3,57.3,203.5,235,1074,1074,1084.62,1246,0.196,0.196,0.384,0.479,0.133,0.133,4.01,0.0782,1.391,0.784,0.922359447,37.41052135
Sm2CuSnO6,O,NaN,63.546,118.71,150.36,150.36,1.75,1.72,-300,-300,1.391,1.391,0.845,0.875,0.933,1.098,1.098,0.83,0.87,0.73,0.69,0.96,0.96,7.72638,7.3439,5.6436,5.6436,1.9,1.96,1.17,1.17,0.88,0.88,-300,-300,1794,1794,2562,2602,12.7,12.7,16.5,22,7.52,7.52,8.96,7.26,57.3,57.3,203.5,60.4,1074,1074,1084.62,231.93,0.196,0.196,0.384,0.227,0.133,0.133,4.01,0.666,1.391,0.86,0.888495042,36.14879914
Sm2CuTiO6,O,NaN,63.546,47.867,150.36,150.36,1.75,1.32,-300,-300,1.391,1.391,0.755,0.875,0.933,1.098,1.098,0.745,0.87,0.73,0.61,0.96,0.96,7.72638,6.8281,5.6436,5.6436,1.9,1.54,1.17,1.17,0.88,1.15,-300,-300,1794,1794,2562,3287,12.7,12.7,16.5,8.6,7.52,7.52,8.96,4.51,57.3,57.3,203.5,295.6,1074,1074,1084.62,1670,0.196,0.196,0.384,0.522,0.133,0.133,4.01,0.219,1.391,0.815,0.908239377,36.88538474
Sm2LiIrO6,O,NaN,6.941,192.217,150.36,150.36,0.97,1.55,-300,-300,1.391,1.391,0.773,0.919,0.976,1.098,1.098,0.71,0.9,0.76,0.57,0.96,0.96,5.39172,8.967,5.6436,5.6436,0.98,2.2,1.17,1.17,0.985,1.16,-300,-300,1794,1794,1342,4428,12.7,12.7,46,6.4,7.52,7.52,0.534,22.5,57.3,57.3,432,213.9,1074,1074,180.5,2446,0.196,0.196,3.57,0.131,0.133,0.133,0.847,1.47,1.391,0.846,0.894545106,22.70789148
Sm2LiOsO6,O,NaN,6.941,190.23,150.36,150.36,0.97,1.52,-300,-300,1.391,1.391,-300,0.919,0.976,1.098,1.098,0.715,0.9,0.76,0.58,0.96,0.96,5.39172,8.4382,5.6436,5.6436,0.98,2.2,1.17,1.17,0.985,1.17,-300,-300,1794,1794,1342,5012,12.7,12.7,46,5.1,7.52,7.52,0.534,22.59,57.3,57.3,432,304.1,1074,1074,180.5,3033,0.196,0.196,3.57,0.13,0.133,0.133,0.847,0.876,1.391,-149.5405,-300,-0.343662419
Sm2LiRuO6,O,NaN,6.941,101.07,150.36,150.36,0.97,1.42,-300,-300,1.391,1.391,0.757,0.919,0.976,1.098,1.098,0.705,0.9,0.76,0.57,0.96,0.96,5.39172,7.3605,5.6436,5.6436,0.98,2.2,1.17,1.17,0.985,1.145,-300,-300,1794,1794,1342,4150,12.7,12.7,46,6.4,7.52,7.52,0.534,12.1,57.3,57.3,432,381.8,1074,1074,180.5,2333,0.196,0.196,3.57,0.238,0.133,0.133,0.847,1.17,1.391,0.838,0.898039423,22.78920795
Sm2MgIrO6,O,NaN,24.305,192.217,150.36,150.36,1.23,1.55,-300,-300,1.391,1.391,0.81,0.889,0.947,1.098,1.098,0.765,0.86,0.72,0.63,0.96,0.96,7.64624,8.967,5.6436,5.6436,1.31,2.2,1.17,1.17,0.9,1.16,-300,-300,1794,1794,1090,4428,12.7,12.7,24.8,6.4,7.52,7.52,1.74,22.5,57.3,57.3,348.9,213.9,1074,1074,650,2446,0.196,0.196,1.024,0.131,0.133,0.133,1.56,1.47,1.391,0.8495,0.893024879,36.30169711
Sm2MgPtO6,O,NaN,24.305,195.078,150.36,150.36,1.23,1.44,-300,-300,1.391,1.391,0.819,0.889,0.947,1.098,1.098,0.765,0.86,0.72,0.63,0.96,0.96,7.64624,8.9587,5.6436,5.6436,1.31,2.2,1.17,1.17,0.9,1.24,-300,-300,1794,1794,1090,3825,12.7,12.7,24.8,8.8,7.52,7.52,1.74,21.5,57.3,57.3,348.9,113.6,1074,1074,650,1768.2,0.196,0.196,1.024,0.133,0.133,0.133,1.56,0.716,1.391,0.854,0.891077877,36.22904323
Sm2MnRhO6,O,NaN,54.938049,102.9055,150.36,150.36,1.6,1.45,-300,-300,1.391,1.391,0.839,0.806,0.864,1.098,1.098,0.805,0.72,0.58,0.67,0.96,0.96,7.43402,7.4589,5.6436,5.6436,1.55,2.28,1.17,1.17,0.99,1.11,-300,-300,1794,1794,2061,3695,12.7,12.7,21.7,8.2,7.52,7.52,7.3,12.4,57.3,57.3,235,258.4,1074,1074,1246,1963,0.196,0.196,0.479,0.243,0.133,0.133,0.0782,1.5,1.391,0.8225,0.90488794,41.44861581
Sm2MnTiO6,O,NaN,54.938049,47.867,150.36,150.36,1.6,1.32,-300,-300,1.391,1.391,0.755,0.986,1.044,1.098,1.098,0.745,0.81,0.83,0.61,0.96,0.96,7.43402,6.8281,5.6436,5.6436,1.55,1.54,1.17,1.17,0.99,1.15,-300,-300,1794,1794,2061,3287,12.7,12.7,21.7,8.6,7.52,7.52,7.3,4.51,57.3,57.3,235,295.6,1074,1074,1246,1670,0.196,0.196,0.479,0.522,0.133,0.133,0.0782,0.219,1.391,0.8705,0.884010929,35.85446303
Sm2NaIrO6,O,NaN,22.98977,192.217,150.36,150.36,1.01,1.55,-300,-300,1.391,1.391,0.773,1.256,1.313,1.098,1.098,0.71,1.16,1.02,0.57,0.96,0.96,5.13908,8.967,5.6436,5.6436,0.93,2.2,1.17,1.17,1.1,1.16,-300,-300,1794,1794,882.94,4428,12.7,12.7,71,6.4,7.52,7.52,0.97,22.5,57.3,57.3,113.1,213.9,1074,1074,97.79,2446,0.196,0.196,1.225,0.131,0.133,0.133,1.41,1.47,1.391,1.0145,0.826785677,20.90991454
Sm2NiMnO6,O,NaN,58.6934,54.938049,150.36,150.36,1.75,1.6,-300,-300,1.391,1.391,0.693,0.85,0.908,1.098,1.098,0.67,0.83,0.69,0.53,0.96,0.96,7.6398,7.43402,5.6436,5.6436,1.91,1.55,1.17,1.17,0.96,0.99,-300,-300,1794,1794,2913,2061,12.7,12.7,13.4,21.7,7.52,7.52,8.9,7.3,57.3,57.3,290.3,235,1074,1074,1455,1246,0.196,0.196,0.445,0.479,0.133,0.133,0.907,0.0782,1.391,0.7715,0.928178016,37.65786148
Sm2NiPtO6,O,NaN,58.6934,195.078,150.36,150.36,1.75,1.44,-300,-300,1.391,1.391,0.819,0.85,0.908,1.098,1.098,0.765,0.83,0.69,0.63,0.96,0.96,7.6398,8.9587,5.6436,5.6436,1.91,2.2,1.17,1.17,0.96,1.24,-300,-300,1794,1794,2913,3825,12.7,12.7,13.4,8.8,7.52,7.52,8.9,21.5,57.3,57.3,290.3,113.6,1074,1074,1455,1768.2,0.196,0.196,0.445,0.133,0.133,0.133,0.907,0.716,1.391,0.8345,0.899576785,36.59213329
Sm2NiRuO6,O,NaN,58.6934,101.07,150.36,150.36,1.75,1.42,-300,-300,1.391,1.391,0.774,0.85,0.908,1.098,1.098,0.76,0.83,0.69,0.62,0.96,0.96,7.6398,7.3605,5.6436,5.6436,1.91,2.2,1.17,1.17,0.96,1.145,-300,-300,1794,1794,2913,4150,12.7,12.7,13.4,6.4,7.52,7.52,8.9,12.1,57.3,57.3,290.3,381.8,1074,1074,1455,2333,0.196,0.196,0.445,0.238,0.133,0.133,0.907,1.17,1.391,0.812,0.909586913,36.96575521
Sm2ZnPtO6,O,NaN,65.409,195.078,150.36,150.36,1.66,1.44,-300,-300,1.391,1.391,0.819,0.9,0.958,1.098,1.098,0.765,0.88,0.74,0.63,0.96,0.96,9.3942,8.9587,5.6436,5.6436,1.65,2.2,1.17,1.17,0.82,1.24,-300,-300,1794,1794,907,3825,12.7,12.7,30.2,8.8,7.52,7.52,7.14,21.5,57.3,57.3,108.1,113.6,1074,1074,419.53,1768.2,0.196,0.196,0.388,0.133,0.133,0.133,1.16,0.716,1.391,0.8595,0.888709707,36.12793236
SmAlO3,O,5,26.981538,26.981538,150.36,150.36,1.47,1.47,-300,-300,1.391,1.391,0.666,0.666,0.724,1.098,1.098,0.675,0.675,0.54,0.54,0.96,0.96,5.98577,5.98577,5.6436,5.6436,1.61,1.61,1.17,1.17,0.77,0.77,-300,-300,1794,1794,2519,2519,12.7,12.7,23.1,23.1,7.52,7.52,2.7,2.7,57.3,57.3,399.9,399.9,1074,1074,660.32,660.32,0.196,0.196,0.904,0.904,0.133,0.133,2.37,2.37,1.391,0.666,0.98037566,44.82612462
SmBO3,O,16,10.811,10.811,150.36,150.36,2.01,2.01,-300,-300,1.391,1.391,0.417,0.417,0.475,1.098,1.098,0.41,0.41,-300,-300,0.96,0.96,8.29803,8.29803,5.6436,5.6436,2.04,2.04,1.17,1.17,0.48,0.48,-300,-300,1794,1794,-300,-300,12.7,12.7,-300,-300,7.52,7.52,-300,-300,57.3,57.3,-300,-300,1074,1074,-300,-300,0.196,0.196,-300,-300,0.133,0.133,-300,-300,1.391,0.417,1.130414713,51.55836001
SmCoO3,O,5,58.9332,58.9332,150.36,150.36,1.7,1.7,-300,-300,1.391,1.391,0.683,0.683,0.741,1.098,1.098,0.75,0.75,0.55,0.55,0.96,0.96,7.881,7.881,5.6436,5.6436,1.88,1.88,1.17,1.17,0.92,0.92,-300,-300,1794,1794,2927,2927,12.7,12.7,13,13,7.52,7.52,8.86,8.86,57.3,57.3,272.5,272.5,1074,1074,1495,1495,0.196,0.196,0.421,0.421,0.133,0.133,1,1,1.391,0.683,0.971571441,44.43004136
SmCrO3,O,5,51.9961,51.9961,150.36,150.36,1.56,1.56,-300,-300,1.391,1.391,0.77,0.77,0.828,1.098,1.098,0.755,0.755,0.62,0.62,0.96,0.96,6.7665,6.7665,5.6436,5.6436,1.66,1.66,1.17,1.17,1.07,1.07,-300,-300,1794,1794,2671,2671,12.7,12.7,4.9,4.9,7.52,7.52,7.15,7.15,57.3,57.3,404,404,1074,1074,1907,1907,0.196,0.196,0.45,0.45,0.133,0.133,0.937,0.937,1.391,0.77,0.928881181,42.50785785
SmFeO3,O,5,55.845,55.845,150.36,150.36,1.64,1.64,-300,-300,1.391,1.391,0.805,0.805,0.863,1.098,1.098,0.69,0.69,0.55,0.55,0.96,0.96,7.9024,7.9024,5.6436,5.6436,1.83,1.83,1.17,1.17,0.95,0.95,-300,-300,1794,1794,2861,2861,12.7,12.7,11.8,11.8,7.52,7.52,7.87,7.87,57.3,57.3,247.3,247.3,1074,1074,1538,1538,0.196,0.196,0.449,0.449,0.133,0.133,0.802,0.802,1.391,0.805,0.912746768,41.78067707
SmFeO3,O,NaN,55.845,55.845,150.36,150.36,1.64,1.64,-300,-300,1.391,1.391,0.805,0.805,0.863,1.098,1.098,0.69,0.69,0.55,0.55,0.96,0.96,7.9024,7.9024,5.6436,5.6436,1.83,1.83,1.17,1.17,0.95,0.95,-300,-300,1794,1794,2861,2861,12.7,12.7,11.8,11.8,7.52,7.52,7.87,7.87,57.3,57.3,247.3,247.3,1074,1074,1538,1538,0.196,0.196,0.449,0.449,0.133,0.133,0.802,0.802,1.391,0.805,0.912746768,41.78067707
SmInO3,O,NaN,114.818,114.818,150.36,150.36,1.49,1.49,-300,-300,1.391,1.391,0.948,0.948,1.006,1.098,1.098,0.94,0.94,0.8,0.8,0.96,0.96,5.78636,5.78636,5.6436,5.6436,1.78,1.78,1.17,1.17,0.94,0.94,-300,-300,1794,1794,2072,2072,12.7,12.7,32.1,32.1,7.52,7.52,7.31,7.31,57.3,57.3,28.6,28.6,1074,1074,156.6,156.6,0.196,0.196,0.233,0.233,0.133,0.133,0.816,0.816,1.391,0.948,0.852263549,39.0512229
SmMnO3,O,NaN,54.938049,54.938049,150.36,150.36,1.6,1.6,-300,-300,1.391,1.391,0.806,0.806,0.864,1.098,1.098,0.72,0.72,0.58,0.58,0.96,0.96,7.43402,7.43402,5.6436,5.6436,1.55,1.55,1.17,1.17,0.99,0.99,-300,-300,1794,1794,2061,2061,12.7,12.7,21.7,21.7,7.52,7.52,7.3,7.3,57.3,57.3,235,235,1074,1074,1246,1246,0.196,0.196,0.479,0.479,0.133,0.133,0.0782,0.0782,1.391,0.806,0.912294017,41.76026587
SmMnO3,O,5,54.938049,54.938049,150.36,150.36,1.6,1.6,-300,-300,1.391,1.391,0.806,0.806,0.864,1.098,1.098,0.72,0.72,0.58,0.58,0.96,0.96,7.43402,7.43402,5.6436,5.6436,1.55,1.55,1.17,1.17,0.99,0.99,-300,-300,1794,1794,2061,2061,12.7,12.7,21.7,21.7,7.52,7.52,7.3,7.3,57.3,57.3,235,235,1074,1074,1246,1246,0.196,0.196,0.479,0.479,0.133,0.133,0.0782,0.0782,1.391,0.806,0.912294017,41.76026587
SmNiO3,O,NaN,58.6934,58.6934,150.36,150.36,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,0.844,1.098,1.098,0.7,0.7,0.56,0.56,0.96,0.96,7.6398,7.6398,5.6436,5.6436,1.91,1.91,1.17,1.17,0.96,0.96,-300,-300,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,1.391,0.786,0.921435239,42.1723163
SmNiO3,O,5,58.6934,58.6934,150.36,150.36,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,0.844,1.098,1.098,0.7,0.7,0.56,0.56,0.96,0.96,7.6398,7.6398,5.6436,5.6436,1.91,1.91,1.17,1.17,0.96,0.96,-300,-300,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,1.391,0.786,0.921435239,42.1723163
SmNiO3,O,NaN,58.6934,58.6934,150.36,150.36,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,0.844,1.098,1.098,0.7,0.7,0.56,0.56,0.96,0.96,7.6398,7.6398,5.6436,5.6436,1.91,1.91,1.17,1.17,0.96,0.96,-300,-300,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,1.391,0.786,0.921435239,42.1723163
SmNiO3,O,NaN,58.6934,58.6934,150.36,150.36,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,0.844,1.098,1.098,0.7,0.7,0.56,0.56,0.96,0.96,7.6398,7.6398,5.6436,5.6436,1.91,1.91,1.17,1.17,0.96,0.96,-300,-300,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,1.391,0.786,0.921435239,42.1723163
SmNiO3,O,NaN,58.6934,58.6934,150.36,150.36,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,0.844,1.098,1.098,0.7,0.7,0.56,0.56,0.96,0.96,7.6398,7.6398,5.6436,5.6436,1.91,1.91,1.17,1.17,0.96,0.96,-300,-300,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,1.391,0.786,0.921435239,42.1723163
