Compound,GroupCat,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,ToleranceBVP
Ba2FeWO6,3,15.9994,15.9994,55.845,183.84,137.327,137.327,3.5,3.5,1.64,1.4,0.97,0.97,1.738,1.738,0.71,0.93,1.21,1.21,13.61806,13.61806,7.9024,7.864,5.2117,5.2117,3.44,3.44,1.83,1.7,0.89,0.89,1897,1897,2861,5555,20.6,20.6,11.8,4.5,3.62,3.62,7.87,19.3,51.8,51.8,247.3,284.5,727,727,1538,3414,0.205,0.205,0.449,0.132,0.184,0.184,0.802,1.74,1.026872311
Ba2GdNbO6,5,15.9994,15.9994,157.25,92.90638,137.327,137.327,3.5,3.5,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.111,1.21,1.21,13.61806,13.61806,6.1501,6.75885,5.2117,5.2117,3.44,3.44,1.2,1.6,0.89,0.89,1897,1897,3273,4744,20.6,20.6,9.4,7.3,3.62,3.62,7.9,8.57,51.8,51.8,63.6,323,727,727,1313,2477,0.205,0.205,0.235,0.265,0.184,0.184,0.105,0.537,0.969784039
Ba2GdSbO6,3,15.9994,15.9994,157.25,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.111,1.21,1.21,13.61806,13.61806,6.1501,8.6084,5.2117,5.2117,3.44,3.44,1.2,2.05,0.89,0.89,1897,1897,3273,1587,20.6,20.6,9.4,11,3.62,3.62,7.9,6.68,51.8,51.8,63.6,162.5,727,727,1313,630.63,0.205,0.205,0.235,0.207,0.184,0.184,0.105,0.243,0.962841012
Ba2HoReO6,3,15.9994,15.9994,164.93032,186.207,137.327,137.327,3.5,3.5,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.071,1.21,1.21,13.61806,13.61806,6.0215,7.8335,5.2117,5.2117,3.44,3.44,1.23,1.9,0.89,0.89,1897,1897,2700,5596,20.6,20.6,11.2,6.2,3.62,3.62,8.8,20.8,51.8,51.8,103,324.5,727,727,1474,3186,0.205,0.205,0.165,0.137,0.184,0.184,0.162,0.479,0.990756079
Ba2HoRuO6,3,15.9994,15.9994,164.93032,101.07,137.327,137.327,3.5,3.5,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.071,1.21,1.21,13.61806,13.61806,6.0215,7.3605,5.2117,5.2117,3.44,3.44,1.23,2.2,0.89,0.89,1897,1897,2700,4150,20.6,20.6,11.2,6.4,3.62,3.62,8.8,12.1,51.8,51.8,103,381.8,727,727,1474,2333,0.205,0.205,0.165,0.238,0.184,0.184,0.162,1.17,0.981426926
Ba2HoSbO6,3,15.9994,15.9994,164.93032,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.071,1.21,1.21,13.61806,13.61806,6.0215,8.6084,5.2117,5.2117,3.44,3.44,1.23,2.05,0.89,0.89,1897,1897,2700,1587,20.6,20.6,11.2,11,3.62,3.62,8.8,6.68,51.8,51.8,103,162.5,727,727,1474,630.63,0.205,0.205,0.165,0.207,0.184,0.184,0.162,0.243,0.971818551
Ba2HoTaO6,3,15.9994,15.9994,164.93032,180.9479,137.327,137.327,3.5,3.5,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.071,1.21,1.21,13.61806,13.61806,6.0215,7.5496,5.2117,5.2117,3.44,3.44,1.23,1.5,0.89,0.89,1897,1897,2700,5458,20.6,20.6,11.2,6.3,3.62,3.62,8.8,16.4,51.8,51.8,103,202.1,727,727,1474,3007,0.205,0.205,0.165,0.14,0.184,0.184,0.162,0.575,0.976827925
Ba2InIrO6,16,15.9994,15.9994,114.818,192.217,137.327,137.327,3.5,3.5,1.49,1.55,0.97,0.97,1.738,1.738,0.773,0.948,1.21,1.21,13.61806,13.61806,5.78636,8.967,5.2117,5.2117,3.44,3.44,1.78,2.2,0.89,0.89,1897,1897,2072,4428,20.6,20.6,32.1,6.4,3.62,3.62,7.31,22.5,51.8,51.8,28.6,213.9,727,727,156.6,2446,0.205,0.205,0.233,0.131,0.184,0.184,0.816,1.47,1.006786183
Ba2InNbO6,3,15.9994,15.9994,114.818,92.90638,137.327,137.327,3.5,3.5,1.49,1.23,0.97,0.97,1.738,1.738,0.768,0.948,1.21,1.21,13.61806,13.61806,5.78636,6.75885,5.2117,5.2117,3.44,3.44,1.78,1.6,0.89,0.89,1897,1897,2072,4744,20.6,20.6,32.1,7.3,3.62,3.62,7.31,8.57,51.8,51.8,28.6,323,727,727,156.6,2477,0.205,0.205,0.233,0.265,0.184,0.184,0.816,0.537,1.008003284
Ba2InOsO6,3,15.9994,15.9994,114.818,190.23,137.327,137.327,3.5,3.5,1.49,1.52,0.97,0.97,1.738,1.738,-300,0.948,1.21,1.21,13.61806,13.61806,5.78636,8.4382,5.2117,5.2117,3.44,3.44,1.78,2.2,0.89,0.89,1897,1897,2072,5012,20.6,20.6,32.1,5.1,3.62,3.62,7.31,22.59,51.8,51.8,28.6,304.1,727,727,156.6,3033,0.205,0.205,0.233,0.13,0.184,0.184,0.816,0.876,-300
Ba2InRuO6,16,15.9994,15.9994,114.818,101.07,137.327,137.327,3.5,3.5,1.49,1.42,0.97,0.97,1.738,1.738,0.757,0.948,1.21,1.21,13.61806,13.61806,5.78636,7.3605,5.2117,5.2117,3.44,3.44,1.78,2.2,0.89,0.89,1897,1897,2072,4150,20.6,20.6,32.1,6.4,3.62,3.62,7.31,12.1,51.8,51.8,28.6,381.8,727,727,156.6,2333,0.205,0.205,0.233,0.238,0.184,0.184,0.816,1.17,1.010691293
Ba2InSbO6,3,15.9994,15.9994,114.818,121.76,137.327,137.327,3.5,3.5,1.49,1.82,0.97,0.97,1.738,1.738,0.799,0.948,1.21,1.21,13.61806,13.61806,5.78636,8.6084,5.2117,5.2117,3.44,3.44,1.78,2.05,0.89,0.89,1897,1897,2072,1587,20.6,20.6,32.1,11,3.62,3.62,7.31,6.68,51.8,51.8,28.6,162.5,727,727,156.6,630.63,0.205,0.205,0.233,0.207,0.184,0.184,0.816,0.243,1.000504339
Ba2InTaO6,3,15.9994,15.9994,114.818,180.9479,137.327,137.327,3.5,3.5,1.49,1.33,0.97,0.97,1.738,1.738,0.777,0.948,1.21,1.21,13.61806,13.61806,5.78636,7.5496,5.2117,5.2117,3.44,3.44,1.78,1.5,0.89,0.89,1897,1897,2072,5458,20.6,20.6,32.1,6.3,3.62,3.62,7.31,16.4,51.8,51.8,28.6,202.1,727,727,156.6,3007,0.205,0.205,0.233,0.14,0.184,0.184,0.816,0.575,1.005814616
Ba2LaBiO6,5,15.9994,15.9994,138.9055,208.98038,137.327,137.327,3.5,3.5,1.08,1.67,0.97,0.97,1.738,1.738,0.917,1.218,1.21,1.21,13.61806,13.61806,5.5769,7.2856,5.2117,5.2117,3.44,3.44,1.1,1.9,0.89,0.89,1897,1897,3464,1564,20.6,20.6,12.1,13.4,3.62,3.62,6.15,9.79,51.8,51.8,44.6,53.3,727,727,918,271.4,0.205,0.205,0.195,0.122,0.184,0.184,0.134,0.0787,0.915280259
Ba2LaReO6,3,15.9994,15.9994,138.9055,186.207,137.327,137.327,3.5,3.5,1.08,1.46,0.97,0.97,1.738,1.738,0.717,1.218,1.21,1.21,13.61806,13.61806,5.5769,7.8335,5.2117,5.2117,3.44,3.44,1.1,1.9,0.89,0.89,1897,1897,3464,5596,20.6,20.6,12.1,6.2,3.62,3.62,6.15,20.8,51.8,51.8,44.6,324.5,727,727,918,3186,0.205,0.205,0.195,0.137,0.184,0.184,0.134,0.479,0.957313796
Ba2LaRuO6,5,15.9994,15.9994,138.9055,101.07,137.327,137.327,3.5,3.5,1.08,1.42,0.97,0.97,1.738,1.738,0.757,1.218,1.21,1.21,13.61806,13.61806,5.5769,7.3605,5.2117,5.2117,3.44,3.44,1.1,2.2,0.89,0.89,1897,1897,3464,4150,20.6,20.6,12.1,6.4,3.62,3.62,6.15,12.1,51.8,51.8,44.6,381.8,727,727,918,2333,0.205,0.205,0.195,0.238,0.184,0.184,0.134,1.17,0.948601043
Ba2LaTaO6,5,15.9994,15.9994,138.9055,180.9479,137.327,137.327,3.5,3.5,1.08,1.33,0.97,0.97,1.738,1.738,0.777,1.218,1.21,1.21,13.61806,13.61806,5.5769,7.5496,5.2117,5.2117,3.44,3.44,1.1,1.5,0.89,0.89,1897,1897,3464,5458,20.6,20.6,12.1,6.3,3.62,3.62,6.15,16.4,51.8,51.8,44.6,202.1,727,727,918,3007,0.205,0.205,0.195,0.14,0.184,0.184,0.134,0.575,0.944303869
Ba2LiOsO6,3,15.9994,15.9994,6.941,190.23,137.327,137.327,3.5,3.5,0.97,1.52,0.97,0.97,1.738,1.738,-300,0.919,1.21,1.21,13.61806,13.61806,5.39172,8.4382,5.2117,5.2117,3.44,3.44,0.98,2.2,0.89,0.89,1897,1897,1342,5012,20.6,20.6,46,5.1,3.62,3.62,0.534,22.59,51.8,51.8,432,304.1,727,727,180.5,3033,0.205,0.205,3.57,0.13,0.184,0.184,0.847,0.876,-300
Ba2LuBiO6,5,15.9994,15.9994,174.967,208.98038,137.327,137.327,3.5,3.5,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.017,1.21,1.21,13.61806,13.61806,5.4259,7.2856,5.2117,5.2117,3.44,3.44,1,1.9,0.89,0.89,1897,1897,3402,1564,20.6,20.6,9.9,13.4,3.62,3.62,9.84,9.79,51.8,51.8,126,53.3,727,727,1663,271.4,0.205,0.205,0.154,0.122,0.184,0.184,0.164,0.0787,0.957533666
Ba2LuIrO6,5,15.9994,15.9994,174.967,192.217,137.327,137.327,3.5,3.5,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.017,1.21,1.21,13.61806,13.61806,5.4259,8.967,5.2117,5.2117,3.44,3.44,1,2.2,0.89,0.89,1897,1897,3402,4428,20.6,20.6,9.9,6.4,3.62,3.62,9.84,22.5,51.8,51.8,126,213.9,727,727,1663,2446,0.205,0.205,0.154,0.131,0.184,0.184,0.164,1.47,0.990285411
Ba2LuRuO6,3,15.9994,15.9994,174.967,101.07,137.327,137.327,3.5,3.5,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.017,1.21,1.21,13.61806,13.61806,5.4259,7.3605,5.2117,5.2117,3.44,3.44,1,2.2,0.89,0.89,1897,1897,3402,4150,20.6,20.6,9.9,6.4,3.62,3.62,9.84,12.1,51.8,51.8,126,381.8,727,727,1663,2333,0.205,0.205,0.154,0.238,0.184,0.184,0.164,1.17,0.994063324
Ba2LuSbO6,3,15.9994,15.9994,174.967,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.017,1.21,1.21,13.61806,13.61806,5.4259,8.6084,5.2117,5.2117,3.44,3.44,1,2.05,0.89,0.89,1897,1897,3402,1587,20.6,20.6,9.9,11,3.62,3.62,9.84,6.68,51.8,51.8,126,162.5,727,727,1663,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.164,0.243,0.984207172
Ba2LuSbO6,3,15.9994,15.9994,174.967,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.017,1.21,1.21,13.61806,13.61806,5.4259,8.6084,5.2117,5.2117,3.44,3.44,1,2.05,0.89,0.89,1897,1897,3402,1587,20.6,20.6,9.9,11,3.62,3.62,9.84,6.68,51.8,51.8,126,162.5,727,727,1663,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.164,0.243,0.984207172
Ba2MgReO6,3,15.9994,15.9994,24.305,186.207,137.327,137.327,3.5,3.5,1.23,1.46,0.97,0.97,1.738,1.738,0.65,0.889,1.21,1.21,13.61806,13.61806,7.64624,7.8335,5.2117,5.2117,3.44,3.44,1.31,1.9,0.89,0.89,1897,1897,1090,5596,20.6,20.6,24.8,6.2,3.62,3.62,1.74,20.8,51.8,51.8,348.9,324.5,727,727,650,3186,0.205,0.205,1.024,0.137,0.184,0.184,1.56,0.479,1.053069356
Ba2MgTeO6,3,15.9994,15.9994,24.305,127.6,137.327,137.327,3.5,3.5,1.23,2.01,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,13.61806,13.61806,7.64624,9.0096,5.2117,5.2117,3.44,3.44,1.31,2.1,0.89,0.89,1897,1897,1090,-300,20.6,20.6,24.8,-300,3.62,3.62,1.74,-300,51.8,51.8,348.9,-300,727,727,650,-300,0.205,0.205,1.024,-300,0.184,0.184,1.56,-300,1.037347993
Ba2MgUO6,3,15.9994,15.9994,24.305,238.02891,137.327,137.327,3.5,3.5,1.23,-300,0.97,0.97,1.738,1.738,0.84,0.889,1.21,1.21,13.61806,13.61806,7.64624,6.19405,5.2117,5.2117,3.44,3.44,1.31,1.7,0.89,0.89,1897,1897,1090,4131,20.6,20.6,24.8,13.9,3.62,3.62,1.74,19.1,51.8,51.8,348.9,38.4,727,727,650,1135,0.205,0.205,1.024,0.116,0.184,0.184,1.56,0.276,1.004844922
Ba2MgWO6,3,15.9994,15.9994,24.305,183.84,137.327,137.327,3.5,3.5,1.23,1.4,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,13.61806,13.61806,7.64624,7.864,5.2117,5.2117,3.44,3.44,1.31,1.7,0.89,0.89,1897,1897,1090,5555,20.6,20.6,24.8,4.5,3.62,3.62,1.74,19.3,51.8,51.8,348.9,284.5,727,727,650,3414,0.205,0.205,1.024,0.132,0.184,0.184,1.56,1.74,1.037347993
Ba2MnReO6,3,15.9994,15.9994,54.938049,186.207,137.327,137.327,3.5,3.5,1.6,1.46,0.97,0.97,1.738,1.738,0.65,0.986,1.21,1.21,13.61806,13.61806,7.43402,7.8335,5.2117,5.2117,3.44,3.44,1.55,1.9,0.89,0.89,1897,1897,2061,5596,20.6,20.6,21.7,6.2,3.62,3.62,7.3,20.8,51.8,51.8,235,324.5,727,727,1246,3186,0.205,0.205,0.479,0.137,0.184,0.184,0.0782,0.479,1.027885005
Ba2MnRuO6,16,15.9994,15.9994,54.938049,101.07,137.327,137.327,3.5,3.5,1.6,1.42,0.97,0.97,1.738,1.738,0.757,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.3605,5.2117,5.2117,3.44,3.44,1.55,2.2,0.89,0.89,1897,1897,2061,4150,20.6,20.6,21.7,6.4,3.62,3.62,7.3,12.1,51.8,51.8,235,381.8,727,727,1246,2333,0.205,0.205,0.479,0.238,0.184,0.184,0.0782,1.17,1.046723972
Ba2MnTeO6,5,15.9994,15.9994,54.938049,127.6,137.327,137.327,3.5,3.5,1.6,2.01,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,13.61806,13.61806,7.43402,9.0096,5.2117,5.2117,3.44,3.44,1.55,2.1,0.89,0.89,1897,1897,2061,-300,20.6,20.6,21.7,-300,3.62,3.62,7.3,-300,51.8,51.8,235,-300,727,727,1246,-300,0.205,0.205,0.479,-300,0.184,0.184,0.0782,-300,1.012901259
Ba2MnUO6,3,15.9994,15.9994,54.938049,238.02891,137.327,137.327,3.5,3.5,1.6,-300,0.97,0.97,1.738,1.738,0.84,0.986,1.21,1.21,13.61806,13.61806,7.43402,6.19405,5.2117,5.2117,3.44,3.44,1.55,1.7,0.89,0.89,1897,1897,2061,4131,20.6,20.6,21.7,13.9,3.62,3.62,7.3,19.1,51.8,51.8,235,38.4,727,727,1246,1135,0.205,0.205,0.479,0.116,0.184,0.184,0.0782,0.276,0.981889209
Ba2NaIO6,3,15.9994,15.9994,22.98977,126.90447,137.327,137.327,3.5,3.5,1.01,2.21,0.97,0.97,1.738,1.738,-300,1.256,1.21,1.21,13.61806,13.61806,5.13908,10.45126,5.2117,5.2117,3.44,3.44,0.93,2.66,0.89,0.89,1897,1897,882.94,184.4,20.6,20.6,71,-300,3.62,3.62,0.97,-300,51.8,51.8,113.1,-300,727,727,97.79,-300,0.205,0.205,1.225,-300,0.184,0.184,1.41,-300,-300
Ba2NaOsO6,3,15.9994,15.9994,22.98977,190.23,137.327,137.327,3.5,3.5,1.01,1.52,0.97,0.97,1.738,1.738,-300,1.256,1.21,1.21,13.61806,13.61806,5.13908,8.4382,5.2117,5.2117,3.44,3.44,0.93,2.2,0.89,0.89,1897,1897,882.94,5012,20.6,20.6,71,5.1,3.62,3.62,0.97,22.59,51.8,51.8,113.1,304.1,727,727,97.79,3033,0.205,0.205,1.225,0.13,0.184,0.184,1.41,0.876,-300
Ba2NdBiO6,5,15.9994,15.9994,144.24,208.98038,137.327,137.327,3.5,3.5,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.151,1.21,1.21,13.61806,13.61806,5.525,7.2856,5.2117,5.2117,3.44,3.44,1.14,1.9,0.89,0.89,1897,1897,3074,1564,20.6,20.6,9.6,13.4,3.62,3.62,7.01,9.79,51.8,51.8,49.5,53.3,727,727,1021,271.4,0.205,0.205,0.191,0.122,0.184,0.184,0.165,0.0787,0.928944203
Ba2NdIrO6,3,15.9994,15.9994,144.24,192.217,137.327,137.327,3.5,3.5,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.151,1.21,1.21,13.61806,13.61806,5.525,8.967,5.2117,5.2117,3.44,3.44,1.14,2.2,0.89,0.89,1897,1897,3074,4428,20.6,20.6,9.6,6.4,3.62,3.62,7.01,22.5,51.8,51.8,49.5,213.9,727,727,1021,2446,0.205,0.205,0.191,0.131,0.184,0.184,0.165,1.47,0.959737933
Ba2NdMoO6,5,15.9994,15.9994,144.24,95.94,137.327,137.327,3.5,3.5,-300,1.3,0.97,0.97,1.738,1.738,0.707,1.151,1.21,1.21,13.61806,13.61806,5.525,7.09243,5.2117,5.2117,3.44,3.44,1.14,2.16,0.89,0.89,1897,1897,3074,4639,20.6,20.6,9.6,4.8,3.62,3.62,7.01,10.2,51.8,51.8,49.5,390.7,727,727,1021,2622,0.205,0.205,0.191,0.251,0.184,0.184,0.165,1.38,0.974544549
Ba2NdNbO6,5,15.9994,15.9994,144.24,92.90638,137.327,137.327,3.5,3.5,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.151,1.21,1.21,13.61806,13.61806,5.525,6.75885,5.2117,5.2117,3.44,3.44,1.14,1.6,0.89,0.89,1897,1897,3074,4744,20.6,20.6,9.6,7.3,3.62,3.62,7.01,8.57,51.8,51.8,49.5,323,727,727,1021,2477,0.205,0.205,0.191,0.265,0.184,0.184,0.165,0.537,0.960843877
Ba2NdRuO6,3,15.9994,15.9994,144.24,101.07,137.327,137.327,3.5,3.5,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.151,1.21,1.21,13.61806,13.61806,5.525,7.3605,5.2117,5.2117,3.44,3.44,1.14,2.2,0.89,0.89,1897,1897,3074,4150,20.6,20.6,9.6,6.4,3.62,3.62,7.01,12.1,51.8,51.8,49.5,381.8,727,727,1021,2333,0.205,0.205,0.191,0.238,0.184,0.184,0.165,1.17,0.963285948
Ba2NdSbO6,5,15.9994,15.9994,144.24,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.151,1.21,1.21,13.61806,13.61806,5.525,8.6084,5.2117,5.2117,3.44,3.44,1.14,2.05,0.89,0.89,1897,1897,3074,1587,20.6,20.6,9.6,11,3.62,3.62,7.01,6.68,51.8,51.8,49.5,162.5,727,727,1021,630.63,0.205,0.205,0.191,0.207,0.184,0.184,0.165,0.243,0.954027822
Ba2NiMoO6,3,15.9994,15.9994,58.6934,95.94,137.327,137.327,3.5,3.5,1.75,1.3,0.97,0.97,1.738,1.738,0.7,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.09243,5.2117,5.2117,3.44,3.44,1.91,2.16,0.89,0.89,1897,1897,2913,4639,20.6,20.6,13.4,4.8,3.62,3.62,8.9,10.2,51.8,51.8,290.3,390.7,727,727,1455,2622,0.205,0.205,0.445,0.251,0.184,0.184,0.907,1.38,1.050151532
Ba2NiOsO6,16,15.9994,15.9994,58.6934,190.23,137.327,137.327,3.5,3.5,1.75,1.52,0.97,0.97,1.738,1.738,0.82,0.85,1.21,1.21,13.61806,13.61806,7.6398,8.4382,5.2117,5.2117,3.44,3.44,1.91,2.2,0.89,0.89,1897,1897,2913,5012,20.6,20.6,13.4,5.1,3.62,3.62,8.9,22.59,51.8,51.8,290.3,304.1,727,727,1455,3033,0.205,0.205,0.445,0.13,0.184,0.184,0.907,0.876,1.01934024
Ba2NiReO6,3,15.9994,15.9994,58.6934,186.207,137.327,137.327,3.5,3.5,1.75,1.46,0.97,0.97,1.738,1.738,0.65,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.8335,5.2117,5.2117,3.44,3.44,1.91,1.9,0.89,0.89,1897,1897,2913,5596,20.6,20.6,13.4,6.2,3.62,3.62,8.9,20.8,51.8,51.8,290.3,324.5,727,727,1455,3186,0.205,0.205,0.445,0.137,0.184,0.184,0.907,0.479,1.063546322
Ba2NiTeO6,16,15.9994,15.9994,58.6934,127.6,137.327,137.327,3.5,3.5,1.75,2.01,0.97,0.97,1.738,1.738,0.71,0.85,1.21,1.21,13.61806,13.61806,7.6398,9.0096,5.2117,5.2117,3.44,3.44,1.91,2.1,0.89,0.89,1897,1897,2913,-300,20.6,20.6,13.4,-300,3.62,3.62,8.9,-300,51.8,51.8,290.3,-300,727,727,1455,-300,0.205,0.205,0.445,-300,0.184,0.184,0.907,-300,1.04751296
Ba2NiUO6,3,15.9994,15.9994,58.6934,238.02891,137.327,137.327,3.5,3.5,1.75,-300,0.97,0.97,1.738,1.738,0.84,0.85,1.21,1.21,13.61806,13.61806,7.6398,6.19405,5.2117,5.2117,3.44,3.44,1.91,1.7,0.89,0.89,1897,1897,2913,4131,20.6,20.6,13.4,13.9,3.62,3.62,8.9,19.1,51.8,51.8,290.3,38.4,727,727,1455,1135,0.205,0.205,0.445,0.116,0.184,0.184,0.907,0.276,1.014379947
Ba2NiWO6,3,15.9994,15.9994,58.6934,183.84,137.327,137.327,3.5,3.5,1.75,1.4,0.97,0.97,1.738,1.738,0.71,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.864,5.2117,5.2117,3.44,3.44,1.91,1.7,0.89,0.89,1897,1897,2913,5555,20.6,20.6,13.4,4.5,3.62,3.62,8.9,19.3,51.8,51.8,290.3,284.5,727,727,1455,3414,0.205,0.205,0.445,0.132,0.184,0.184,0.907,1.74,1.04751296
Ba2PbUO6,3,15.9994,15.9994,207.2,238.02891,137.327,137.327,3.5,3.5,1.55,-300,0.97,0.97,1.738,1.738,0.84,1.308,1.21,1.21,13.61806,13.61806,7.41666,6.19405,5.2117,5.2117,3.44,3.44,1.8,1.7,0.89,0.89,1897,1897,1749,4131,20.6,20.6,28.9,13.9,3.62,3.62,11.3,19.1,51.8,51.8,23.1,38.4,727,727,327.46,1135,0.205,0.205,0.127,0.116,0.184,0.184,0.353,0.276,0.912675478
Ba2PrNbO6,5,15.9994,15.9994,140.90765,92.90638,137.327,137.327,3.5,3.5,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.184,1.21,1.21,13.61806,13.61806,5.473,6.75885,5.2117,5.2117,3.44,3.44,1.13,1.6,0.89,0.89,1897,1897,3520,4744,20.6,20.6,6.7,7.3,3.62,3.62,6.77,8.57,51.8,51.8,48.9,323,727,727,931,2477,0.205,0.205,0.193,0.265,0.184,0.184,0.125,0.537,0.953591396
Ba2PrPtO6,3,15.9994,15.9994,140.90765,195.078,137.327,137.327,3.5,3.5,-300,1.44,0.97,0.97,1.738,1.738,0.819,-300,1.21,1.21,13.61806,13.61806,5.473,8.9587,5.2117,5.2117,3.44,3.44,1.13,2.2,0.89,0.89,1897,1897,3520,3825,20.6,20.6,6.7,8.8,3.62,3.62,6.77,21.5,51.8,51.8,48.9,113.6,727,727,931,1768.2,0.205,0.205,0.193,0.133,0.184,0.184,0.125,0.716,-300
Ba2PrSbO6,NaN,15.9994,15.9994,140.90765,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.184,1.21,1.21,13.61806,13.61806,5.473,8.6084,5.2117,5.2117,3.44,3.44,1.13,2.05,0.89,0.89,1897,1897,3520,1587,20.6,20.6,6.7,11,3.62,3.62,6.77,6.68,51.8,51.8,48.9,162.5,727,727,931,630.63,0.205,0.205,0.193,0.207,0.184,0.184,0.125,0.243,0.946877489
Ba2PrSnO6,NaN,15.9994,15.9994,140.90765,118.71,137.327,137.327,3.5,3.5,-300,1.72,0.97,0.97,1.738,1.738,0.845,-300,1.21,1.21,13.61806,13.61806,5.473,7.3439,5.2117,5.2117,3.44,3.44,1.13,1.96,0.89,0.89,1897,1897,3520,2602,20.6,20.6,6.7,22,3.62,3.62,6.77,7.26,51.8,51.8,48.9,60.4,727,727,931,231.93,0.205,0.205,0.193,0.227,0.184,0.184,0.125,0.666,-300
Ba2ScIrO6,3,15.9994,15.9994,44.95591,192.217,137.327,137.327,3.5,3.5,1.2,1.55,0.97,0.97,1.738,1.738,0.773,0.895,1.21,1.21,13.61806,13.61806,6.5615,8.967,5.2117,5.2117,3.44,3.44,1.36,2.2,0.89,0.89,1897,1897,2836,4428,20.6,20.6,10.2,6.4,3.62,3.62,2.99,22.5,51.8,51.8,314,213.9,727,727,1541,2446,0.205,0.205,0.567,0.131,0.184,0.184,0.158,1.47,1.019838939
Ba2ScOsO6,3,15.9994,15.9994,44.95591,190.23,137.327,137.327,3.5,3.5,1.2,1.52,0.97,0.97,1.738,1.738,-300,0.895,1.21,1.21,13.61806,13.61806,6.5615,8.4382,5.2117,5.2117,3.44,3.44,1.36,2.2,0.89,0.89,1897,1897,2836,5012,20.6,20.6,10.2,5.1,3.62,3.62,2.99,22.59,51.8,51.8,314,304.1,727,727,1541,3033,0.205,0.205,0.567,0.13,0.184,0.184,0.158,0.876,-300
Ba2ScSbO6,3,15.9994,15.9994,44.95591,121.76,137.327,137.327,3.5,3.5,1.2,1.82,0.97,0.97,1.738,1.738,0.799,0.895,1.21,1.21,13.61806,13.61806,6.5615,8.6084,5.2117,5.2117,3.44,3.44,1.36,2.05,0.89,0.89,1897,1897,2836,1587,20.6,20.6,10.2,11,3.62,3.62,2.99,6.68,51.8,51.8,314,162.5,727,727,1541,630.63,0.205,0.205,0.567,0.207,0.184,0.184,0.158,0.243,1.013393676
